Gender,Age,Tenure_Months,Monthly_Minutes,Data_Usage_GB,Support_Calls,Monthly_Charges,Total_Charges,Late_Payments,Satisfaction_Score,Complaints,Phone_Service,Churn,Avg_Charge_Per_Month,Charge_Deviation,Support_Call_Rate,CLV_Proxy,Late_Payment_Ratio,Engagement_Score,High_Risk_Flag,Location_Suburban,Location_Urban,Contract_Type_One Year,Contract_Type_Two Year,Payment_Method_Credit Card,Payment_Method_Electronic Check,Payment_Method_Mailed Check,Internet_Service_Fiber Optic,Internet_Service_No,Tenure_Category_12-24m,Tenure_Category_24-48m,Tenure_Category_48-72m,Tenure_Category_6-12m
1,28,2,252.0,9.2,0.0,33.61,87.72,1,4.0,3,1,0,43.86,-31.73,0.0,67.22,0.5,0.5176,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0,62,5,401.0,10.7,3.5,77.59,384.77,1,3.0,2,0,1,76.95,12.25,0.7,387.95,0.2,0.5442,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,40,34,661.0,4.3,3.0,47.25,1694.59,1,1.0,2,1,1,49.84,-18.09,0.0882,1606.5,0.0294,0.398,0,0,1,1,0,0,1,0,0,1,0,1,0,0
0,27,8,686.0,10.8,2.0,104.4,805.77,2,5.0,2,1,1,100.72,39.06,0.25,835.2,0.25,0.7754,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,20,72,527.0,0.1,1.0,110.83,4466.516250000001,1,4.0,0,1,1,62.03,45.49,0.0139,7979.76,0.0139,0.444,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,22,16,696.0,14.5,3.0,87.27,1406.92,1,3.0,0,0,1,87.93,21.93,0.1875,1396.32,0.0625,0.732,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,20,17,637.0,0.3,0.0,65.42,1065.49,1,3.0,1,1,0,62.68,0.08,0.0,1112.14,0.0588,0.4301,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1,55,1,416.0,5.1,1.0,62.31,20.0,1,4.0,0,1,1,20.0,-3.03,1.0,62.31,1.0,0.4998,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,30,72,681.0,2.1,1.0,61.52,4443.47,2,3.0,2,1,1,61.71,-3.82,0.0139,4429.44,0.0278,0.4824,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,59,4,243.0,0.2,0.0,60.47,282.4,2,5.0,1,1,0,70.6,-4.87,0.0,241.88,0.5,0.3971,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,36,18,597.0,13.2,0.0,63.23,1166.67,1,4.0,0,1,0,64.82,-2.11,0.0,1138.14,0.0556,0.7285,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,57,12,266.0,0.7,1.0,90.86,1126.49,0,2.0,3,0,0,93.87,25.52,0.0833,1090.32,0.0,0.2357,1,1,0,0,1,1,0,0,1,0,0,0,0,1
1,67,12,528.0,9.6,0.0,48.39,553.69,0,5.0,0,1,0,46.14,-16.95,0.0,580.68,0.0,0.6912,0,1,0,1,0,0,1,0,1,0,0,0,0,1
0,52,24,743.0,2.0,1.0,89.62,2110.18,0,3.0,1,1,0,87.92,24.28,0.0417,2150.88,0.0,0.5042,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1,41,26,542.0,6.8,0.0,133.08375,3753.88,1,5.0,0,1,0,144.38,67.74,0.0,3460.18,0.0385,0.6415,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,41,4,497.0,1.5,0.0,73.26,359.34,0,2.0,0,1,1,89.84,7.92,0.0,293.04,0.0,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,34,16,545.0,4.4,3.5,84.01,1379.29,3,1.0,1,1,0,86.21,18.67,0.2188,1344.16,0.1875,0.3555,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,57,37,632.0,8.0,1.0,22.83,780.97,0,4.0,0,1,0,21.11,-42.51,0.027,844.71,0.0,0.6396,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1,27,14,926.0,4.2,2.0,76.73,1100.34,2,4.0,3,1,0,78.6,11.39,0.1429,1074.22,0.1429,0.6776,0,0,1,0,1,0,1,0,0,1,1,0,0,0
1,19,4,630.0,1.8,0.0,59.61,364.4,2,2.0,1,1,1,91.1,-5.73,0.0,238.44,0.5,0.3969,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,61,9,399.0,1.3,1.0,97.86,939.65,0,2.0,0,1,0,104.41,32.52,0.1111,880.74,0.0,0.2985,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,40,5,458.0,1.0,3.0,106.68,499.94,2,1.0,1,1,1,99.99,41.34,0.6,533.4,0.4,0.2552,0,1,0,1,0,0,1,0,1,0,0,0,0,0
0,23,3,319.0,9.1,2.0,74.32,276.39,0,3.0,1,1,1,92.13,8.98,0.6667,222.96,0.0,0.4813,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1,19,11,252.0,4.7,2.0,48.29,541.29,2,3.0,2,0,0,49.21,-17.05,0.1818,531.19,0.1818,0.3691,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,38,18,50.0,3.6,1.0,48.25,837.28,1,2.0,0,1,0,46.52,-17.09,0.0556,868.5,0.0556,0.21,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1,52,1,407.0,1.4,3.0,21.07,41.85,1,3.0,1,1,0,41.85,-44.27,3.0,21.07,1.0,0.3636,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,66,22,219.0,2.8,3.0,55.09,1277.89,3,5.0,1,1,0,58.09,-10.25,0.1364,1211.98,0.1364,0.439,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,46,72,519.0,4.8,2.0,51.82,3695.94,1,4.0,0,1,0,51.33,-13.52,0.0278,3731.04,0.0139,0.5334,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1,24,72,398.0,0.4,0.0,100.79,4466.516250000001,1,5.0,2,1,0,62.03,35.45,0.0,7256.88,0.0139,0.4604,0,0,1,1,0,0,0,1,0,1,0,0,1,0
0,46,42,282.0,2.2,0.0,103.22,4294.08,2,3.0,0,0,0,102.24,37.88,0.0,4335.24,0.0476,0.3314,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,54,7,79.0,1.4,2.0,119.2,777.38,2,3.0,0,1,1,111.05,53.86,0.2857,834.4,0.2857,0.2378,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,40,1,430.0,5.2,2.0,47.74,20.0,0,3.0,0,1,0,20.0,-17.6,2.0,47.74,0.0,0.4471,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,50,43,149.0,4.7,3.0,48.54,2043.61,2,3.0,1,0,0,47.53,-16.8,0.0698,2087.22,0.0465,0.3296,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,25,1,641.0,1.8,0.0,41.24,46.02,1,1.0,1,1,1,46.02,-24.1,0.0,41.24,1.0,0.3411,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,29,5,550.0,0.2,2.0,110.45,512.58,1,5.0,0,1,0,102.52,45.11,0.4,552.25,0.2,0.5148,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,63,18,454.0,1.0,2.0,86.14,1633.39,1,2.0,0,1,1,90.74,20.8,0.1111,1550.52,0.0556,0.3137,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,65,4,790.0,0.9,1.0,110.61,402.96,3,4.0,0,1,1,100.74,45.27,0.25,442.44,0.75,0.5605,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,27,43,501.0,4.2,3.0,77.3,3333.22,2,5.0,1,1,0,77.52,11.96,0.0698,3323.9,0.0465,0.5747,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,32,36,577.0,0.9,0.0,99.98,3671.13,0,2.0,1,1,0,101.98,34.64,0.0,3599.28,0.0,0.3589,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,41,33,637.0,3.3,3.5,58.69,1921.25,2,4.0,1,1,0,58.22,-6.65,0.1061,1936.77,0.0606,0.5491,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,43,40,396.0,4.8,3.5,69.64,2802.19,1,3.0,1,1,1,70.05,4.3,0.0875,2785.6,0.025,0.4262,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,64,5,397.0,10.6,0.0,48.43,332.97,0,2.0,0,1,1,66.59,-16.91,0.0,242.15,0.0,0.4807,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,59,31,508.0,1.4,1.0,68.47,2141.23,2,5.0,0,1,0,69.07,3.13,0.0323,2122.57,0.0645,0.5223,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,56,10,230.0,1.0,0.0,48.84,424.39,1,4.0,0,1,0,42.44,-16.5,0.0,488.4,0.1,0.3478,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,20,26,857.0,1.0,3.0,85.41,2252.32,1,1.0,1,1,1,86.63,20.07,0.1154,2220.66,0.0385,0.4082,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,19,3,532.0,2.2,2.0,67.39,296.29,1,2.0,0,1,1,98.76,2.05,0.6667,202.17,0.3333,0.3672,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1,23,29,459.0,5.2,1.0,76.88,2196.66,1,2.0,1,1,0,75.75,11.54,0.0345,2229.52,0.0345,0.3982,0,1,0,1,0,0,0,1,1,0,0,1,0,0
1,38,72,917.0,5.6,0.0,97.95,4466.516250000001,1,3.0,1,1,0,62.03,32.61,0.0,7052.4,0.0139,0.6417,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,26,1,279.0,1.2,2.0,68.84,99.0,2,4.0,2,1,1,99.0,3.5,2.0,68.84,2.0,0.3706,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,27,2,807.0,0.7,3.0,59.75,112.32,0,2.0,2,1,1,56.16,-5.59,1.5,119.5,0.0,0.4431,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1,53,3,662.0,3.0,2.0,41.76,145.8,0,1.0,0,1,1,48.6,-23.58,0.6667,125.28,0.0,0.3728,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,20,13,723.0,0.8,0.0,53.96,624.08,0,4.0,0,1,0,48.01,-11.38,0.0,701.48,0.0,0.5329,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,58,8,464.0,8.4,2.0,42.62,301.14,3,5.0,1,1,0,37.64,-22.72,0.25,340.96,0.375,0.6431,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,41,39,511.0,0.4,0.0,98.22,3836.06,0,5.0,1,1,0,98.36,32.88,0.0,3830.58,0.0,0.5037,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,39,15,431.0,7.0,1.0,69.19,1042.52,1,1.0,0,1,0,69.5,3.85,0.0667,1037.85,0.0667,0.3629,0,0,1,1,0,0,1,0,1,0,1,0,0,0
1,66,15,699.0,0.2,0.0,95.22,1435.35,0,4.0,0,1,0,95.69,29.88,0.0,1428.3,0.0,0.5119,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,31,30,578.0,8.2,1.0,68.36,2082.76,1,3.0,0,1,0,69.43,3.02,0.0333,2050.8,0.0333,0.5629,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,59,10,388.0,4.9,0.0,89.14,940.9,0,1.0,0,1,0,94.09,23.8,0.0,891.4,0.0,0.3051,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,62,10,397.0,1.9,1.0,70.48,683.17,1,1.0,2,1,1,68.32,5.14,0.1,704.8,0.1,0.2496,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0,61,33,497.0,2.6,1.0,62.9,2022.65,2,4.0,1,1,1,61.29,-2.44,0.0303,2075.7,0.0606,0.4817,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,44,36,433.0,5.6,2.0,94.27,3400.7,1,2.0,2,1,1,94.46,28.93,0.0556,3393.72,0.0278,0.3961,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1,50,1,788.0,1.0,3.0,61.32,20.0,2,1.0,2,1,1,20.0,-4.02,3.0,61.32,2.0,0.3817,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,39,3,661.0,11.1,1.0,70.5,187.42,1,5.0,3,1,0,62.47,5.16,0.3333,211.5,0.3333,0.7717,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1,46,5,661.0,3.3,1.0,94.87,544.76,1,3.0,2,1,1,108.95,29.53,0.2,474.35,0.2,0.4983,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,36,10,546.0,7.1,2.0,20.0,136.96,0,5.0,1,1,0,13.7,-45.34,0.2,200.0,0.0,0.649,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,36,8,334.0,3.5,3.0,65.21,526.75,0,5.0,0,1,0,65.84,-0.13,0.375,521.68,0.0,0.4969,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,23,26,639.0,3.0,1.0,114.73,3016.0,1,1.0,0,0,0,116.0,49.39,0.0385,2982.98,0.0385,0.364,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,62,42,80.0,3.2,3.0,105.56,4384.15,0,3.0,0,1,0,104.38,40.22,0.0714,4433.52,0.0,0.2736,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,36,5,534.0,2.3,0.0,82.94,436.76,2,5.0,2,1,1,87.35,17.6,0.0,414.7,0.4,0.5499,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,30,19,337.0,6.6,3.0,49.71,1029.44,0,2.0,0,1,0,54.18,-15.63,0.1579,944.49,0.0,0.379,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,43,11,322.0,9.4,1.0,94.95,1032.34,0,3.0,4,1,0,93.85,29.61,0.0909,1044.45,0.0,0.4883,0,1,0,0,1,0,1,0,1,0,0,0,0,1
0,39,16,407.0,9.6,2.0,45.84,771.9,2,4.0,1,0,0,48.24,-19.5,0.125,733.44,0.125,0.5849,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,38,23,483.0,0.6,0.0,80.26,1893.33,1,1.0,1,1,1,82.32,14.92,0.0,1845.98,0.0435,0.2569,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,53,53,495.0,7.2,1.0,88.67,4466.516250000001,1,5.0,0,0,0,84.27,23.33,0.0189,4699.51,0.0189,0.6314,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,19,5,658.0,1.1,1.0,110.44,616.13,4,2.0,1,1,1,123.23,45.1,0.2,552.2,0.8,0.3939,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,64,2,465.0,0.1,3.0,83.55,159.91,2,3.0,0,1,0,79.96,18.21,1.5,167.1,1.0,0.3602,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,61,23,479.0,1.6,2.0,79.17,1935.09,0,1.0,1,1,0,84.13,13.83,0.087,1820.91,0.0,0.2751,0,0,1,1,0,0,1,0,1,0,1,0,0,0
0,47,12,220.0,1.7,0.0,61.86,765.55,0,1.0,1,1,0,63.8,-3.48,0.0,742.32,0.0,0.1778,0,0,1,0,1,1,0,0,1,0,0,0,0,1
0,44,4,246.0,8.3,1.0,44.05,180.35,0,2.0,2,1,0,45.09,-21.29,0.25,176.2,0.0,0.3776,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,24,2,557.0,6.8,2.0,44.0,78.06,0,2.0,0,1,1,39.03,-21.34,1.0,88.0,0.0,0.4673,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,37,19,626.0,0.4,1.0,65.66,1282.82,0,2.0,1,1,0,67.52,0.32,0.0526,1247.54,0.0,0.3678,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,67,8,447.0,2.0,2.0,92.56,753.58,0,4.0,0,1,0,94.2,27.22,0.25,740.48,0.0,0.4507,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,48,72,686.0,1.4,1.0,20.0,1425.01,0,1.0,0,1,0,19.79,-45.34,0.0139,1440.0,0.0,0.3505,0,0,1,0,1,1,0,0,1,0,0,0,1,0
0,40,12,218.0,4.5,0.0,82.43,956.3499999999999,0,4.0,0,0,0,79.7,17.09,0.0,989.16,0.0,0.4121,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,30,5,579.0,3.9,1.0,101.39,399.26,0,5.0,1,1,0,79.85,36.05,0.2,506.95,0.0,0.5987,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,34,23,329.0,5.7,1.0,63.69,1451.53,1,4.0,0,1,0,63.11,-1.65,0.0435,1464.87,0.0435,0.4782,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,21,6,313.0,12.1,0.0,20.0,168.98,3,5.0,0,1,0,28.16,-45.34,0.0,120.0,0.5,0.658,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,31,16,347.0,2.7,2.0,53.5,898.37,2,4.0,0,1,0,56.15,-11.84,0.125,856.0,0.125,0.4261,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1,37,15,483.0,5.3,2.0,57.49,846.12,1,4.0,0,1,0,56.41,-7.85,0.1333,862.35,0.0667,0.5294,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,30,14,587.0,12.5,0.0,58.12,847.21,0,2.0,0,1,0,60.52,-7.22,0.0,813.68,0.0,0.5909,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,20,38,572.0,3.9,1.0,30.02,1084.93,1,1.0,0,1,0,28.55,-35.32,0.0263,1140.76,0.0263,0.356,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1,43,5,441.0,1.8,1.0,56.77,956.3499999999999,0,3.0,0,1,0,191.27,-8.57,0.2,283.85,0.0,0.3845,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,43,56,626.0,2.6,1.0,97.92,4466.516250000001,2,2.0,1,1,1,79.76,32.58,0.0179,5483.52,0.0357,0.4111,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,35,37,837.0,7.0,1.0,20.0,700.07,2,3.0,0,1,1,18.92,-45.34,0.027,740.0,0.0541,0.6385,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,49,9,476.0,6.4,0.0,61.14,650.23,1,3.0,1,0,0,72.25,-4.2,0.0,550.26,0.1111,0.4884,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,31,4,518.0,6.9,3.5,60.07,294.1,3,2.0,0,1,0,73.53,-5.27,0.875,240.28,0.75,0.4543,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,64,7,377.0,6.8,1.0,74.11,494.04,0,1.0,1,1,0,70.58,8.77,0.1429,518.77,0.0,0.3383,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,20,9,421.0,12.7,3.0,89.39,807.02,0,3.0,1,1,1,89.67,24.05,0.3333,804.51,0.0,0.5912,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,18,19,749.0,7.2,1.0,63.04,1059.91,0,3.0,0,1,0,55.78,-2.3,0.0526,1197.76,0.0,0.6088,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,43,1,751.0,9.7,3.0,107.17,165.77,2,4.0,0,1,0,165.77,41.83,3.0,107.17,2.0,0.7187,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,41,58,459.0,4.3,2.0,49.08,2858.42,1,2.0,3,1,0,49.28,-16.26,0.0345,2846.64,0.0172,0.3805,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,66,2,598.0,5.2,0.0,110.09,228.02,0,4.0,0,1,0,114.01,44.75,0.0,220.18,0.0,0.5715,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,52,7,684.0,15.25,0.0,60.54,486.35,1,3.0,1,1,0,69.48,-4.8,0.0,423.78,0.1429,0.7422,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,31,2,410.0,10.2,3.0,38.65,125.72,1,3.0,3,1,1,62.86,-26.69,1.5,77.3,0.5,0.5378,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,20,7,238.0,7.5,0.0,30.82,286.36,0,2.0,1,1,1,40.91,-34.52,0.0,215.74,0.0,0.3588,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,30,43,637.0,5.8,1.0,82.44,3458.81,1,4.0,0,1,0,80.44,17.1,0.0233,3544.92,0.0233,0.5983,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,64,22,679.0,2.2,1.0,46.67,1049.21,2,1.0,0,1,0,47.69,-18.67,0.0455,1026.74,0.0909,0.3636,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,67,6,649.0,4.0,2.0,75.19,453.35,0,5.0,0,1,1,75.56,9.85,0.3333,451.14,0.0,0.6275,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,31,49,425.0,0.3,3.0,84.18,4078.91,1,2.0,0,1,1,83.24,18.84,0.0612,4124.82,0.0204,0.2888,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,38,38,804.0,2.7,3.0,42.17,1650.24,0,2.0,1,1,0,43.43,-23.17,0.0789,1602.46,0.0,0.4813,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,43,33,556.0,0.6,3.5,80.89,2674.04,1,5.0,0,1,1,81.03,15.55,0.1061,2669.37,0.0303,0.5249,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,20,45,270.0,6.5,3.0,32.33,1504.74,0,2.0,0,1,0,33.44,-33.01,0.0667,1454.85,0.0,0.3514,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,68,23,180.0,11.1,0.0,41.08,959.9,2,3.0,1,1,1,41.73,-24.26,0.0,944.84,0.087,0.4674,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,57,16,440.0,1.0,3.0,82.12,1298.51,0,1.0,2,1,0,81.16,16.78,0.1875,1313.92,0.0,0.2483,1,1,0,1,0,0,1,0,0,0,1,0,0,0
0,21,11,544.0,1.4,1.0,82.54,866.75,3,1.0,0,1,1,78.8,17.2,0.0909,907.94,0.2727,0.2961,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,53,6,442.0,9.7,2.0,65.2,393.86,0,2.0,0,1,0,65.64,-0.14,0.3333,391.2,0.0,0.4802,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,68,19,898.0,4.4,0.0,53.21,997.12,3,1.0,0,1,0,52.48,-12.13,0.0,1010.99,0.1579,0.4908,0,0,1,0,1,1,0,0,1,0,1,0,0,0
1,60,52,580.0,4.4,3.5,67.34,3379.33,3,1.0,1,1,0,64.99,2.0,0.0673,3501.68,0.0577,0.3689,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,18,21,305.0,4.1,3.5,77.72,1584.2,1,5.0,1,1,0,75.44,12.38,0.1667,1632.12,0.0476,0.4976,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,57,60,50.0,1.2,1.0,52.9,3122.24,1,5.0,1,1,0,52.04,-12.44,0.0167,3174.0,0.0167,0.3428,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,64,10,547.0,1.4,1.0,45.71,476.98,1,3.0,0,1,1,47.7,-19.63,0.1,457.1,0.1,0.4172,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,50,28,697.0,14.9,0.0,64.01,1757.38,2,2.0,0,1,1,62.76,-1.33,0.0,1792.28,0.0714,0.6803,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,24,25,872.0,6.4,1.0,99.11,2474.21,1,4.0,1,1,0,98.97,33.77,0.04,2477.75,0.04,0.7002,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,69,26,459.0,0.5,3.0,42.54,1098.76,2,1.0,1,0,1,42.26,-22.8,0.1154,1106.04,0.0769,0.2458,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,69,24,844.0,1.3,3.5,78.71,1876.22,0,5.0,2,1,1,78.18,13.37,0.1458,1889.04,0.0,0.6491,0,0,1,1,0,0,1,0,0,1,1,0,0,0
0,28,6,228.0,4.9,1.0,103.12,546.75,0,1.0,1,1,1,91.12,37.78,0.1667,618.72,0.0,0.2438,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,44,3,431.0,1.7,1.0,53.43,125.86,2,2.0,1,1,0,41.95,-11.91,0.3333,160.29,0.6667,0.3187,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,31,72,297.0,1.4,1.0,103.4,4466.516250000001,2,3.0,0,1,0,62.03,38.06,0.0139,7444.8,0.0278,0.3214,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,39,1,658.0,1.1,3.0,20.0,79.37,1,1.0,0,0,0,79.37,-45.34,3.0,20.0,1.0,0.3339,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,33,15,239.0,1.0,2.0,42.92,627.15,0,1.0,0,1,0,41.81,-22.42,0.1333,643.8,0.0,0.1713,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0,63,13,580.0,4.8,3.5,88.99,1104.35,0,3.0,1,1,0,84.95,23.65,0.2692,1156.87,0.0,0.4968,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,29,10,251.0,11.8,0.0,31.87,275.09,2,1.0,0,1,0,27.51,-33.47,0.0,318.7,0.2,0.3883,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,66,36,851.0,2.2,1.0,86.69,3140.02,0,2.0,1,1,1,87.22,21.35,0.0278,3120.84,0.0,0.4895,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0,63,32,425.0,0.6,3.5,74.69,2430.78,2,4.0,1,1,0,75.96,9.35,0.1094,2390.08,0.0625,0.4147,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1,27,56,575.0,0.7,0.0,92.17,4466.516250000001,0,4.0,1,1,0,79.76,26.83,0.0,5161.52,0.0,0.4742,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1,41,12,142.0,13.6,0.0,30.32,418.52,1,4.0,2,0,0,34.88,-35.02,0.0,363.84,0.0833,0.562,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,63,19,201.0,3.8,1.0,82.46,1552.39,1,4.0,0,1,0,81.7,17.12,0.0526,1566.74,0.0526,0.3918,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1,35,53,345.0,3.1,1.0,58.22,3058.37,1,3.0,1,1,0,57.71,-7.12,0.0189,3085.66,0.0189,0.3732,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1,39,72,670.0,11.1,0.0,91.77,4466.516250000001,2,4.0,2,0,1,62.03,26.43,0.0,6607.44,0.0278,0.7152,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,26,72,631.0,3.5,3.5,48.68,3487.96,0,5.0,1,1,0,48.44,-16.66,0.0486,3504.96,0.0,0.6107,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,34,30,717.0,3.3,2.0,53.94,1609.45,1,5.0,1,1,0,53.65,-11.4,0.0667,1618.2,0.0333,0.6398,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,55,3,198.0,13.1,2.0,91.21,250.54,0,4.0,2,1,0,83.51,25.87,0.6667,273.63,0.0,0.5736,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,57,1,601.0,3.2,1.0,71.36,143.98,1,3.0,3,1,0,143.98,6.02,1.0,71.36,1.0,0.4733,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0,30,41,388.0,2.5,3.5,81.95,3360.32,1,3.0,2,1,0,81.96,16.61,0.0854,3359.95,0.0244,0.3779,0,0,1,1,0,0,1,0,0,1,0,1,0,0
1,67,44,338.0,4.4,0.0,75.74,3305.47,0,4.0,0,1,0,75.12,10.4,0.0,3332.56,0.0,0.4561,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,54,32,392.0,15.25,3.0,94.0,3030.54,2,5.0,0,1,0,94.7,28.66,0.0938,3008.0,0.0625,0.7503,0,0,1,0,1,0,0,1,1,0,0,1,0,0
