CustomerID,Gender,Age,Location,Tenure_Months,Contract_Type,Payment_Method,Monthly_Minutes,Data_Usage_GB,Support_Calls,Monthly_Charges,Total_Charges,Late_Payments,Satisfaction_Score,Complaints,Internet_Service,Phone_Service,Churn
CUST-09433,Female,23,Rural,18,One Year,Bank Transfer,439,1.5,3,78.93,1465.91,0,2.0,1,DSL,Yes,0
CUST-09434,Male,49,Suburban,36,Month-to-Month,Credit Card,891,0.6,4,115.84,,2,1.0,1,Fiber Optic,Yes,1
CUST-09435,Male,65,Suburban,2,One Year,Credit Card,753,0.4,2,57.34,124.93,2,3.0,0,Fiber Optic,Yes,1
CUST-09436,Male,28,Suburban,1,Two Year,Electronic Check,420,4.5,0,50.54,20.0,1,1.0,1,DSL,Yes,0
CUST-09437,Male,27,Urban,40,Month-to-Month,Mailed Check,423,14.8,0,70.57,2852.96,4,1.0,2,DSL,Yes,0
CUST-09438,Male,64,Suburban,29,Month-to-Month,Credit Card,208,8.2,2,58.08,1710.83,4,4.0,1,Fiber Optic,No,0
CUST-09439,Female,56,Suburban,12,One Year,Credit Card,744,9.0,3,88.63,1090.64,0,4.0,0,No,No,0
CUST-09440,Female,51,Urban,67,Month-to-Month,Electronic Check,549,6.6,3,80.58,5361.94,3,2.0,2,DSL,Yes,1
CUST-09441,Female,48,Urban,34,One Year,Credit Card,664,15.6,3,72.29,2471.81,2,3.0,1,No,Yes,1
CUST-09442,Male,29,Urban,72,Month-to-Month,Credit Card,73,15.0,1,120.51,8754.89,2,4.0,0,DSL,Yes,0
CUST-09443,Male,68,Urban,63,Month-to-Month,Credit Card,655,7.5,2,20.0,1226.39,0,4.0,2,Fiber Optic,No,0
CUST-09444,Male,61,Rural,15,Month-to-Month,Bank Transfer,398,6.3,2,57.22,,2,5.0,1,DSL,Yes,0
CUST-09445,Female,33,Urban,33,One Year,Electronic Check,616,1.8,1,62.61,2067.04,1,5.0,1,DSL,Yes,0
CUST-09446,Male,55,Urban,26,Month-to-Month,Mailed Check,604,0.5,2,91.43,2371.78,1,3.0,0,Fiber Optic,Yes,0
CUST-09447,Male,20,Rural,40,Two Year,Bank Transfer,495,0.5,3,82.33,3224.8,0,1.0,2,DSL,Yes,0
CUST-09448,Female,19,Suburban,37,One Year,Electronic Check,360,6.7,3,44.96,,1,4.0,2,No,Yes,0
CUST-09449,Male,69,Suburban,3,Month-to-Month,Credit Card,579,0.1,0,36.28,135.26,0,4.0,0,DSL,Yes,0
CUST-09450,Female,22,Rural,6,Month-to-Month,Electronic Check,332,8.5,2,48.12,236.84,1,2.0,2,Fiber Optic,Yes,1
CUST-09451,Male,28,Urban,7,Month-to-Month,Electronic Check,710,2.3,1,58.57,415.17,1,5.0,0,No,Yes,0
CUST-09452,Male,42,Suburban,40,One Year,Credit Card,355,1.1,2,100.66,4011.26,0,3.0,0,DSL,Yes,0
CUST-09453,Female,52,Urban,39,Two Year,Electronic Check,504,2.6,0,80.39,3170.37,0,5.0,0,Fiber Optic,Yes,1
CUST-09454,Female,52,Urban,16,Month-to-Month,Credit Card,350,6.1,1,38.49,629.12,4,2.0,0,DSL,Yes,0
CUST-09455,Female,39,Urban,20,Month-to-Month,Electronic Check,531,1.6,2,55.38,1089.65,0,4.0,3,No,Yes,1
CUST-09456,Female,54,Urban,42,Month-to-Month,Electronic Check,293,1.0,0,95.47,4013.23,2,1.0,1,Fiber Optic,No,1
CUST-09457,Female,39,Rural,8,Month-to-Month,Electronic Check,338,6.7,4,61.18,529.16,0,5.0,3,DSL,Yes,0
CUST-09458,Female,28,Rural,1,One Year,Mailed Check,958,10.6,1,91.94,49.44,3,4.0,0,DSL,No,1
CUST-09459,Male,49,Rural,15,Month-to-Month,Mailed Check,668,4.4,0,73.43,1154.21,1,1.0,1,No,Yes,0
CUST-09460,Male,52,Urban,58,Month-to-Month,Electronic Check,573,3.7,0,81.0,4746.15,0,5.0,2,No,No,0
CUST-09461,Female,48,Rural,37,One Year,Mailed Check,602,7.0,4,112.99,4088.11,0,4.0,0,Fiber Optic,Yes,1
CUST-09462,Male,62,Suburban,10,Month-to-Month,Credit Card,561,6.6,3,63.65,573.69,2,1.0,0,DSL,Yes,0
CUST-09463,Female,25,Urban,1,Month-to-Month,Bank Transfer,482,0.1,2,40.36,20.0,0,4.0,1,No,Yes,1
CUST-09464,Male,37,Suburban,24,Month-to-Month,Credit Card,651,1.7,0,49.63,1221.86,0,2.0,2,Fiber Optic,No,1
CUST-09465,Female,59,Urban,43,One Year,Credit Card,334,13.4,1,65.68,2801.44,2,3.0,1,Fiber Optic,Yes,0
CUST-09466,Male,51,Urban,26,Month-to-Month,Bank Transfer,819,16.1,2,65.38,1679.67,1,3.0,0,Fiber Optic,Yes,0
CUST-09467,Male,21,Suburban,13,Month-to-Month,Mailed Check,524,3.6,3,50.26,695.25,0,2.0,1,No,Yes,1
CUST-09468,Male,35,Suburban,3,Month-to-Month,Bank Transfer,660,4.1,6,99.18,285.44,0,4.0,2,DSL,No,0
CUST-09469,Male,68,Urban,57,Month-to-Month,Electronic Check,814,0.1,5,68.31,3914.55,0,5.0,1,No,No,0
CUST-09470,Male,21,Suburban,7,Month-to-Month,Bank Transfer,598,5.6,0,81.46,504.41,1,4.0,2,Fiber Optic,Yes,0
CUST-09471,Female,37,Rural,6,Month-to-Month,Electronic Check,337,1.2,2,29.46,150.01,2,5.0,1,DSL,Yes,0
CUST-09472,Female,26,Suburban,40,Month-to-Month,Electronic Check,743,0.7,2,28.76,1255.09,0,1.0,1,DSL,Yes,1
CUST-09473,Female,33,Urban,72,Month-to-Month,Bank Transfer,839,1.8,1,48.75,3458.85,1,3.0,0,Fiber Optic,No,1
CUST-09474,Male,43,Urban,25,Month-to-Month,Mailed Check,110,5.5,1,84.65,2125.87,1,5.0,0,DSL,Yes,0
CUST-09475,Female,55,Urban,23,One Year,Credit Card,479,2.9,1,25.9,532.18,2,2.0,1,DSL,Yes,1
CUST-09476,Male,42,Rural,9,One Year,Mailed Check,558,2.1,1,38.4,325.19,0,3.0,0,Fiber Optic,No,0
CUST-09477,Male,21,Urban,1,Month-to-Month,Credit Card,447,6.5,3,20.0,43.5,0,1.0,1,DSL,Yes,1
CUST-09478,Male,58,Urban,5,Month-to-Month,Bank Transfer,250,8.4,1,20.0,53.97,1,5.0,1,Fiber Optic,Yes,0
CUST-09479,Female,62,Urban,21,Month-to-Month,Mailed Check,323,10.2,2,75.96,1605.7,3,2.0,2,DSL,No,0
CUST-09480,Male,58,Rural,3,Month-to-Month,Electronic Check,130,2.9,1,102.95,322.95,0,1.0,0,Fiber Optic,Yes,1
CUST-09481,Female,55,Suburban,51,Month-to-Month,Electronic Check,691,6.3,0,81.7,4206.42,2,4.0,1,DSL,Yes,0
CUST-09482,Female,36,Suburban,5,Month-to-Month,Electronic Check,774,10.8,0,72.97,287.58,1,3.0,1,Fiber Optic,Yes,0
CUST-09483,Male,31,Urban,17,Month-to-Month,Credit Card,771,12.0,1,57.58,952.39,1,3.0,1,No,Yes,1
CUST-09484,Male,38,Urban,17,Two Year,Credit Card,494,3.4,5,73.24,1231.8,2,3.0,1,DSL,Yes,0
CUST-09485,Female,32,Rural,22,Month-to-Month,Credit Card,554,2.2,2,61.4,1307.49,1,2.0,0,Fiber Optic,Yes,1
CUST-09486,Female,20,Rural,9,Two Year,Credit Card,713,11.5,1,80.25,741.28,0,1.0,0,DSL,Yes,0
CUST-09487,Female,54,Rural,49,Two Year,Mailed Check,453,1.5,1,54.78,2638.48,1,2.0,0,Fiber Optic,Yes,0
CUST-09488,Female,67,Rural,14,Two Year,Mailed Check,310,8.0,2,77.19,,2,3.0,2,DSL,Yes,0
CUST-09489,Female,63,Suburban,28,Two Year,Bank Transfer,385,12.0,0,20.0,464.8,0,4.0,1,No,Yes,0
CUST-09490,Female,33,Suburban,24,Month-to-Month,Electronic Check,535,6.7,2,20.0,522.97,0,2.0,0,DSL,Yes,0
CUST-09491,Male,31,Suburban,2,Month-to-Month,Credit Card,357,5.7,0,95.68,122.18,0,5.0,1,Fiber Optic,Yes,0
CUST-09492,Female,26,Suburban,23,Month-to-Month,Credit Card,594,0.3,2,44.75,1036.96,1,5.0,0,No,Yes,0
CUST-09493,Female,64,Urban,19,Month-to-Month,Electronic Check,228,1.1,1,97.41,1895.82,0,3.0,0,Fiber Optic,Yes,0
CUST-09494,Female,24,Urban,54,Month-to-Month,Bank Transfer,451,5.5,0,78.75,4266.53,0,3.0,1,Fiber Optic,Yes,0
CUST-09495,Female,31,Rural,51,Two Year,Credit Card,581,7.7,0,48.7,2408.02,1,2.0,1,DSL,No,0
CUST-09496,Male,23,Urban,3,Month-to-Month,Electronic Check,526,0.3,3,66.34,301.99,0,4.0,1,No,Yes,0
CUST-09497,Male,38,Rural,2,Month-to-Month,Mailed Check,352,0.1,1,61.7,20.0,2,3.0,0,Fiber Optic,Yes,1
CUST-09498,Female,32,Urban,8,One Year,Electronic Check,647,1.9,2,91.14,695.24,0,2.0,0,DSL,Yes,1
CUST-09499,Female,69,Urban,72,Month-to-Month,Credit Card,552,5.2,2,41.88,2984.89,1,1.0,1,Fiber Optic,Yes,0
CUST-09500,Female,25,Urban,1,Month-to-Month,Bank Transfer,82,3.6,3,86.21,20.0,0,1.0,0,DSL,Yes,1
CUST-09501,Male,51,Urban,26,Month-to-Month,Electronic Check,591,0.1,2,46.4,1293.74,1,1.0,0,DSL,Yes,0
CUST-09502,Male,57,Urban,22,Two Year,Electronic Check,415,0.8,1,31.45,655.66,0,4.0,2,DSL,Yes,0
CUST-09503,Male,18,Urban,24,One Year,Mailed Check,395,7.0,1,33.0,741.03,1,4.0,0,Fiber Optic,Yes,0
CUST-09504,Male,49,Suburban,5,One Year,Mailed Check,334,1.8,0,42.35,136.68,2,2.0,0,DSL,No,0
CUST-09505,Male,66,Urban,6,Month-to-Month,Mailed Check,299,0.6,4,44.15,327.54,2,1.0,1,Fiber Optic,Yes,1
CUST-09506,Male,68,Urban,13,Two Year,Electronic Check,541,0.3,1,54.62,736.66,0,3.0,2,Fiber Optic,Yes,1
CUST-09507,Female,22,Urban,2,Month-to-Month,Bank Transfer,609,9.5,2,59.72,135.54,2,3.0,0,Fiber Optic,No,1
CUST-09508,Male,47,Suburban,1,One Year,Electronic Check,530,3.2,3,49.62,105.73,2,4.0,3,DSL,Yes,1
CUST-09509,Male,39,Suburban,2,Two Year,Electronic Check,689,3.5,1,54.87,211.21,1,1.0,0,No,Yes,1
CUST-09510,Female,37,Suburban,20,One Year,Credit Card,616,0.3,0,100.35,1980.61,1,5.0,2,Fiber Optic,Yes,0
CUST-09511,Male,33,Urban,12,One Year,Bank Transfer,98,3.4,3,52.67,635.07,1,3.0,0,DSL,Yes,0
CUST-09512,Female,24,Urban,8,Month-to-Month,Credit Card,316,5.2,0,54.89,415.77,0,5.0,0,DSL,Yes,0
CUST-09513,Male,24,Suburban,9,Month-to-Month,Mailed Check,737,0.7,1,52.11,478.59,3,5.0,0,DSL,Yes,0
CUST-09514,Female,67,Suburban,5,Two Year,Bank Transfer,246,11.6,2,85.3,329.43,0,3.0,1,DSL,Yes,0
CUST-09515,Female,67,Urban,12,Month-to-Month,Electronic Check,50,7.6,1,20.0,196.61,1,4.0,0,No,Yes,0
CUST-09516,Female,19,Urban,5,Two Year,Bank Transfer,866,8.1,2,55.24,247.64,3,1.0,0,DSL,Yes,0
CUST-09517,Female,64,Urban,28,One Year,Electronic Check,559,3.8,2,61.86,1772.44,1,1.0,1,DSL,Yes,1
CUST-09518,Female,31,Urban,3,Month-to-Month,Credit Card,363,2.0,4,29.63,46.19,0,4.0,0,DSL,Yes,0
CUST-09519,Male,48,Suburban,71,One Year,Electronic Check,330,5.1,1,51.49,3727.1,2,4.0,0,Fiber Optic,Yes,0
CUST-09520,Male,67,Suburban,2,Month-to-Month,Credit Card,625,1.3,1,47.51,55.47,1,,0,DSL,Yes,1
CUST-09521,Female,58,Urban,68,Month-to-Month,Bank Transfer,595,0.7,3,64.2,4397.56,2,,2,DSL,Yes,0
CUST-09522,Female,31,Urban,42,Month-to-Month,Credit Card,565,3.9,0,49.73,2086.64,1,1.0,0,Fiber Optic,Yes,0
CUST-09523,Female,22,Rural,27,Month-to-Month,Bank Transfer,462,3.3,1,20.51,534.43,0,3.0,0,No,Yes,1
CUST-09524,Male,28,Suburban,58,Two Year,Electronic Check,243,0.8,2,86.26,4981.61,1,4.0,0,DSL,Yes,0
CUST-09525,Female,57,Rural,3,Month-to-Month,Electronic Check,492,3.8,3,67.66,234.61,0,2.0,1,Fiber Optic,Yes,1
CUST-09526,Female,22,Urban,4,One Year,Credit Card,713,4.0,1,68.33,247.86,0,5.0,1,No,Yes,0
CUST-09527,Female,46,Suburban,6,Month-to-Month,Bank Transfer,391,10.3,0,101.25,654.14,1,4.0,0,No,Yes,0
CUST-09528,Female,28,Urban,6,One Year,Mailed Check,620,7.1,3,51.45,309.31,0,5.0,0,Fiber Optic,No,1
CUST-09529,Male,22,Urban,8,One Year,Electronic Check,419,1.2,2,98.89,826.4,2,4.0,0,No,Yes,1
CUST-09530,Female,66,Urban,20,Month-to-Month,Credit Card,660,8.5,0,68.14,1288.91,0,3.0,0,Fiber Optic,Yes,0
CUST-09531,Female,49,Suburban,1,Two Year,Bank Transfer,304,17.4,1,39.92,20.0,0,3.0,0,DSL,Yes,1
CUST-09532,Male,53,Urban,11,Two Year,Electronic Check,502,6.3,1,64.24,677.95,5,4.0,1,Fiber Optic,Yes,1
CUST-09533,Female,32,Suburban,6,One Year,Credit Card,591,7.7,1,89.32,575.37,3,4.0,0,Fiber Optic,Yes,1
CUST-09534,Female,36,Urban,22,Two Year,Electronic Check,364,1.5,0,27.75,654.47,1,1.0,1,Fiber Optic,Yes,0
CUST-09535,Male,39,Urban,72,One Year,Electronic Check,572,24.1,0,69.18,5010.02,3,3.0,1,DSL,Yes,0
CUST-09536,Male,51,Urban,17,Two Year,Credit Card,494,1.0,0,95.45,1696.15,0,2.0,0,No,Yes,0
CUST-09537,Male,34,Urban,13,Month-to-Month,Electronic Check,491,6.9,0,95.65,1306.19,1,5.0,0,Fiber Optic,Yes,0
CUST-09538,Female,29,Urban,11,Month-to-Month,Electronic Check,364,2.5,1,48.03,468.85,4,5.0,0,No,Yes,0
CUST-09539,Female,42,Urban,36,Two Year,Bank Transfer,699,2.2,0,43.98,1551.28,0,3.0,2,Fiber Optic,Yes,0
CUST-09540,Male,34,Urban,1,Month-to-Month,Credit Card,310,1.7,0,39.81,20.0,2,5.0,3,DSL,Yes,0
CUST-09541,Male,27,Urban,72,Month-to-Month,Electronic Check,555,2.9,0,74.1,5337.98,1,2.0,0,Fiber Optic,No,0
CUST-09542,Male,45,Suburban,12,Month-to-Month,Credit Card,330,7.8,2,48.48,610.67,2,4.0,0,Fiber Optic,Yes,0
CUST-09543,Female,35,Urban,9,Month-to-Month,Electronic Check,486,14.1,1,86.53,760.51,2,2.0,1,DSL,Yes,0
CUST-09544,Female,68,Suburban,72,Month-to-Month,Mailed Check,628,2.7,0,29.25,2194.59,0,3.0,2,No,Yes,0
CUST-09545,Male,35,Suburban,65,One Year,Mailed Check,442,5.3,1,70.82,4603.42,2,2.0,1,DSL,Yes,0
CUST-09546,Female,62,Urban,24,Two Year,Bank Transfer,50,7.8,2,65.29,1561.33,1,3.0,0,Fiber Optic,Yes,0
CUST-09547,Male,49,Suburban,1,Month-to-Month,Electronic Check,231,0.5,0,61.61,20.0,3,5.0,3,DSL,Yes,0
CUST-09548,Female,31,Suburban,33,One Year,Mailed Check,68,16.2,3,79.29,2621.05,1,4.0,2,Fiber Optic,Yes,1
CUST-09549,Female,33,Urban,9,Month-to-Month,Credit Card,513,1.2,1,55.03,476.49,1,2.0,0,No,Yes,1
CUST-09550,Female,67,Rural,11,Month-to-Month,Credit Card,498,12.3,1,97.34,1056.3,0,5.0,0,No,Yes,0
CUST-09551,Female,35,Suburban,4,One Year,Bank Transfer,429,21.6,1,40.51,141.84,1,4.0,1,Fiber Optic,Yes,1
CUST-09552,Male,33,Rural,17,Two Year,Mailed Check,374,0.5,0,89.38,1595.61,0,2.0,1,Fiber Optic,Yes,0
CUST-09553,Female,34,Suburban,32,Month-to-Month,Bank Transfer,544,11.2,1,33.43,1067.66,0,1.0,1,DSL,Yes,0
CUST-09554,Female,24,Urban,7,Month-to-Month,Bank Transfer,210,5.1,2,63.19,462.33,1,4.0,1,DSL,Yes,1
CUST-09555,Male,29,Urban,67,Month-to-Month,Electronic Check,691,8.5,3,39.54,2668.04,1,5.0,1,DSL,No,1
CUST-09556,Female,51,Suburban,5,Two Year,Electronic Check,515,0.6,5,43.5,207.3,2,4.0,1,DSL,No,1
CUST-09557,Male,27,Rural,1,Month-to-Month,Credit Card,311,9.0,0,53.2,59.87,1,5.0,2,DSL,Yes,1
CUST-09558,Male,22,Suburban,24,Month-to-Month,Electronic Check,416,4.9,3,57.82,1376.78,2,4.0,2,No,Yes,0
CUST-09559,Female,38,Rural,45,Two Year,Electronic Check,473,3.6,2,100.01,4541.76,0,2.0,1,DSL,Yes,0
CUST-09560,Female,20,Urban,72,One Year,Electronic Check,223,4.1,0,66.69,4751.45,0,3.0,0,No,Yes,0
CUST-09561,Male,36,Urban,34,Two Year,Electronic Check,634,6.8,4,86.03,2873.86,0,1.0,0,Fiber Optic,Yes,0
CUST-09562,Male,62,Rural,5,Two Year,Bank Transfer,693,1.8,2,37.02,260.44,0,1.0,2,Fiber Optic,Yes,1
CUST-09563,Male,61,Suburban,72,Month-to-Month,Mailed Check,523,14.4,1,71.46,5146.57,2,5.0,0,Fiber Optic,Yes,0
CUST-09564,Female,52,Rural,60,One Year,Bank Transfer,688,1.8,2,86.57,5205.78,0,3.0,0,DSL,Yes,0
CUST-09565,Male,23,Suburban,4,Month-to-Month,Bank Transfer,1030,10.5,0,50.13,182.66,1,1.0,0,Fiber Optic,No,1
CUST-09566,Male,31,Urban,19,Two Year,Electronic Check,124,0.1,2,72.48,1378.57,1,2.0,1,Fiber Optic,Yes,0
CUST-09567,Male,21,Suburban,19,Month-to-Month,Electronic Check,510,12.4,0,58.29,1071.95,1,1.0,1,No,Yes,1
CUST-09568,Female,62,Rural,14,One Year,Electronic Check,231,9.5,2,62.96,902.99,1,3.0,2,Fiber Optic,Yes,0
CUST-09569,Male,68,Suburban,72,Month-to-Month,Credit Card,812,0.7,0,52.1,3722.75,1,5.0,1,Fiber Optic,Yes,0
CUST-09570,Female,35,Urban,1,Month-to-Month,Bank Transfer,549,6.7,0,43.73,20.0,2,4.0,2,Fiber Optic,Yes,1
CUST-09571,Female,46,Urban,23,Month-to-Month,Credit Card,360,2.3,2,102.98,2368.88,1,1.0,1,DSL,No,1
CUST-09572,Male,52,Suburban,5,One Year,Credit Card,447,3.3,2,58.25,284.34,1,3.0,0,DSL,Yes,1
CUST-09573,Female,69,Urban,17,Month-to-Month,Electronic Check,767,0.4,2,130.99,2190.62,3,1.0,1,No,Yes,0
CUST-09574,Male,55,Suburban,36,Month-to-Month,Electronic Check,590,1.2,1,70.46,2475.08,0,5.0,0,DSL,Yes,0
CUST-09575,Female,33,Urban,6,Month-to-Month,Electronic Check,615,15.4,3,69.81,431.94,0,2.0,0,No,Yes,1
CUST-09576,Female,37,Urban,11,Month-to-Month,Credit Card,797,2.7,0,78.79,920.82,1,4.0,0,DSL,Yes,0
CUST-09577,Male,41,Suburban,72,One Year,Credit Card,690,0.1,4,56.06,4108.25,1,4.0,1,DSL,Yes,0
CUST-09578,Male,52,Urban,34,Month-to-Month,Electronic Check,724,3.6,4,98.91,3385.5,1,2.0,3,No,Yes,1
CUST-09579,Male,61,Suburban,20,Month-to-Month,Electronic Check,474,26.2,2,67.83,,1,2.0,1,Fiber Optic,Yes,1
CUST-09580,Female,68,Urban,6,One Year,Mailed Check,50,2.0,3,77.5,442.13,2,1.0,3,Fiber Optic,Yes,1
CUST-09581,Female,36,Rural,13,One Year,Mailed Check,520,0.8,0,61.75,792.48,2,5.0,0,Fiber Optic,Yes,0
CUST-09582,Male,21,Urban,35,One Year,Mailed Check,367,5.2,0,69.14,2425.57,0,4.0,2,DSL,Yes,1
CUST-09583,Male,50,Urban,41,Two Year,Bank Transfer,657,12.6,1,38.5,1598.07,1,5.0,1,DSL,Yes,0
CUST-09584,Female,19,Rural,6,Month-to-Month,Electronic Check,145,9.8,2,119.42,723.13,3,4.0,0,No,Yes,1
CUST-09585,Female,30,Suburban,26,Two Year,Credit Card,665,5.3,1,67.64,1771.15,0,3.0,0,Fiber Optic,Yes,0
CUST-09586,Female,62,Urban,2,One Year,Credit Card,537,1.0,3,55.41,66.2,2,5.0,1,DSL,No,0
CUST-09587,Male,47,Rural,1,One Year,Credit Card,570,7.7,0,51.04,20.0,0,1.0,0,DSL,No,0
CUST-09588,Female,51,Suburban,19,One Year,Credit Card,623,8.7,0,67.34,1296.38,4,5.0,2,DSL,Yes,0
CUST-09589,Male,47,Rural,6,Month-to-Month,Credit Card,494,9.5,1,48.25,303.51,1,2.0,0,DSL,Yes,1
CUST-09590,Female,68,Suburban,1,Month-to-Month,Mailed Check,433,2.6,0,41.76,20.0,0,2.0,1,DSL,Yes,0
CUST-09591,Female,41,Urban,31,One Year,Bank Transfer,726,2.6,0,78.7,2392.32,3,5.0,3,Fiber Optic,Yes,0
CUST-09592,Male,65,Urban,16,Month-to-Month,Electronic Check,618,0.8,0,37.16,571.79,1,5.0,0,No,Yes,1
CUST-09593,Male,61,Urban,38,One Year,Mailed Check,637,7.4,2,20.0,717.81,0,4.0,0,Fiber Optic,Yes,0
CUST-09594,Male,50,Suburban,26,One Year,Mailed Check,483,6.7,0,78.18,2025.45,2,4.0,0,Fiber Optic,Yes,0
CUST-09595,Female,58,Urban,31,Month-to-Month,Mailed Check,521,0.5,0,77.09,2334.97,3,3.0,0,DSL,Yes,0
CUST-09596,Female,66,Urban,8,Month-to-Month,Electronic Check,497,0.1,3,63.25,518.38,3,3.0,0,Fiber Optic,Yes,1
CUST-09597,Female,27,Urban,7,Month-to-Month,Bank Transfer,151,15.2,1,63.25,460.33,0,4.0,0,No,Yes,0
CUST-09598,Male,35,Urban,22,Month-to-Month,Electronic Check,223,0.1,2,62.83,1467.7,1,3.0,1,DSL,No,1
CUST-09599,Female,36,Rural,5,Month-to-Month,Electronic Check,475,5.0,0,75.28,279.21,1,3.0,0,DSL,Yes,1
CUST-09600,Male,24,Suburban,40,Month-to-Month,Mailed Check,124,3.0,1,65.82,2567.59,1,1.0,0,DSL,No,0
CUST-09601,Male,36,Suburban,17,Month-to-Month,Mailed Check,477,7.5,1,83.96,1449.16,2,5.0,1,Fiber Optic,Yes,1
CUST-09602,Male,41,Rural,6,Month-to-Month,Electronic Check,321,0.5,1,79.14,530.49,3,1.0,2,DSL,Yes,0
CUST-09603,Female,32,Suburban,23,Month-to-Month,Bank Transfer,484,5.7,1,56.56,1307.43,3,1.0,1,Fiber Optic,Yes,1
CUST-09604,Female,58,Rural,69,Two Year,Mailed Check,534,4.8,2,69.66,4855.92,0,3.0,0,Fiber Optic,Yes,0
CUST-09605,Male,59,Urban,2,Two Year,Mailed Check,128,9.6,2,73.84,113.53,1,5.0,0,DSL,Yes,0
CUST-09606,Female,40,Urban,2,Month-to-Month,Bank Transfer,565,3.7,2,20.0,20.0,0,2.0,1,Fiber Optic,Yes,0
CUST-09607,Male,69,Urban,44,Month-to-Month,Electronic Check,410,6.5,0,61.33,2701.78,0,2.0,2,No,Yes,0
CUST-09608,Male,69,Urban,2,Month-to-Month,Electronic Check,50,2.9,1,49.14,53.85,0,1.0,1,DSL,No,1
CUST-09609,Female,21,Rural,1,Month-to-Month,Bank Transfer,407,20.7,1,80.11,56.42,0,1.0,1,DSL,Yes,1
CUST-09610,Male,55,Suburban,10,One Year,Electronic Check,575,4.1,4,36.17,368.96,0,5.0,0,DSL,Yes,0
CUST-09611,Male,21,Urban,15,Month-to-Month,Credit Card,418,7.0,3,68.38,1018.7,1,5.0,0,Fiber Optic,Yes,1
CUST-09612,Female,22,Suburban,20,Month-to-Month,Bank Transfer,406,0.5,1,60.26,1202.91,1,1.0,0,No,Yes,0
CUST-09613,Male,58,Suburban,16,Two Year,Bank Transfer,530,3.1,0,20.0,319.67,1,3.0,3,DSL,Yes,0
CUST-09614,Male,61,Urban,58,Two Year,Electronic Check,404,0.3,1,92.06,5427.91,0,4.0,3,DSL,Yes,0
CUST-09615,Male,40,Suburban,35,Two Year,Credit Card,446,0.6,1,75.23,2680.0,0,5.0,1,DSL,Yes,0
CUST-09616,Male,57,Rural,72,Month-to-Month,Credit Card,234,3.5,2,43.54,3210.64,1,5.0,1,Fiber Optic,Yes,0
CUST-09617,Male,54,Suburban,15,Two Year,Mailed Check,396,2.2,2,71.09,991.2,1,5.0,1,DSL,Yes,0
CUST-09618,Male,28,Suburban,2,One Year,Bank Transfer,876,3.1,1,70.93,259.96,0,5.0,1,DSL,Yes,1
CUST-09619,Male,28,Urban,72,One Year,Bank Transfer,535,3.4,0,37.05,2732.84,2,2.0,0,DSL,Yes,1
CUST-09620,Female,30,Urban,1,Two Year,Electronic Check,553,0.9,1,45.66,121.44,0,4.0,1,DSL,Yes,0
CUST-09621,Female,31,Urban,35,Two Year,Bank Transfer,371,2.3,0,37.79,1309.83,2,4.0,0,Fiber Optic,Yes,0
CUST-09622,Male,25,Suburban,1,One Year,Electronic Check,421,9.9,2,20.0,20.0,3,3.0,0,No,No,1
CUST-09623,Male,42,Urban,34,Month-to-Month,Bank Transfer,454,9.7,2,97.06,3346.32,0,5.0,0,No,Yes,0
CUST-09624,Female,35,Urban,66,Month-to-Month,Electronic Check,674,3.4,1,120.0,7861.31,2,4.0,1,DSL,Yes,1
CUST-09625,Female,68,Rural,11,One Year,Bank Transfer,739,6.9,3,51.83,612.43,2,3.0,0,Fiber Optic,Yes,0
CUST-09626,Female,61,Suburban,6,Two Year,Mailed Check,409,7.0,1,45.2,315.54,0,4.0,0,Fiber Optic,Yes,0
CUST-09627,Female,61,Suburban,6,One Year,Bank Transfer,495,0.2,2,44.48,222.41,2,2.0,1,Fiber Optic,No,0
CUST-09628,Female,35,Urban,16,Month-to-Month,Bank Transfer,452,4.7,1,82.37,1336.46,1,,0,Fiber Optic,Yes,1
CUST-09629,Male,27,Urban,4,Month-to-Month,Mailed Check,652,8.2,2,91.55,282.35,1,2.0,0,Fiber Optic,Yes,1
CUST-09630,Female,24,Urban,26,Month-to-Month,Electronic Check,593,4.5,1,84.95,2266.13,0,5.0,0,DSL,Yes,0
CUST-09631,Female,67,Suburban,11,Two Year,Electronic Check,482,3.9,2,85.62,957.18,1,1.0,0,No,Yes,0
CUST-09632,Female,61,Urban,9,Month-to-Month,Credit Card,701,3.8,1,86.71,797.12,0,2.0,0,Fiber Optic,Yes,1
CUST-09633,Male,31,Suburban,14,One Year,Bank Transfer,603,3.5,1,52.19,763.04,1,2.0,0,DSL,Yes,1
CUST-09634,Male,32,Rural,18,Two Year,Bank Transfer,345,7.5,3,25.77,406.45,0,2.0,0,Fiber Optic,No,0
CUST-09635,Male,33,Urban,3,Month-to-Month,Credit Card,501,5.1,2,81.41,287.08,1,1.0,0,DSL,Yes,1
CUST-09636,Male,19,Urban,29,Two Year,Bank Transfer,464,1.2,2,63.86,1844.31,0,1.0,1,Fiber Optic,No,1
CUST-09637,Male,47,Suburban,51,Two Year,Mailed Check,302,2.8,1,76.52,3858.68,0,2.0,2,DSL,Yes,0
CUST-09638,Male,47,Rural,7,Month-to-Month,Credit Card,454,3.8,1,60.51,475.46,1,5.0,1,Fiber Optic,Yes,0
CUST-09639,Female,35,Rural,4,Month-to-Month,Credit Card,727,2.7,1,73.57,249.67,1,2.0,0,DSL,Yes,0
